Character,Country,Popularity_Score,Avg_Episodes_Watched_Per_Year,Merchandise_Revenue_MillionUSD,Pop_Score_Scaled,Avg_Episodes_Scaled,Merch_Rev_Scaled
Spongebob Squarepants,Nigeria,59.1734800664492,18.0,183.7495147752829,0.27039294308514905,-1.1262769195915452,1.9921825287727628
Paw Patrol,Spain,93.51739759064704,59.0,95.59906005204516,1.3770929522630788,-0.09262122292233561,0.3932967699691351
Paw Patrol,Brazil,51.02083633637825,90.0,63.5850676790929,0.007681769133113212,0.6889233282177986,-0.18737767633145508
Peppa Pig,Germany,96.76343953831336,59.0,3.5141787117451533,1.4816935602380763,-0.09262122292233561,-1.276952190610699
Motu Patlu,Canada,64.26504990262667,19.0,86.98002445265885,0.43446392830276476,-1.1010658050386377,0.23696344965051147
Mr Bean,Brazil,28.43629706734576,83.0,59.05691696238714,-0.7200834835847001,0.5124455263474457,-0.26950993211378077
Mr Bean,Russia,41.327945254523065,21.0,52.016087990211,-0.30466240772707626,-1.0506435759328225,-0.39721751126500643
Shinchan,Brazil,10.586119992320365,13.0,61.051344537571424,-1.295288426900778,-1.252332492356083,-0.23333471490203367
Doraemon,Japon,48.95378512155324,112.5,3.3983134084850404,-0.05892698616704455,1.2561734056582186,-1.2790537723201039
Pokemon,Spain,74.68265963591338,85.0,43.29299250644559,0.7701614729791209,0.5628677554532607,-0.5554382848896722
Shinchan,Russia,24.10889471289236,11.0,18.983598151137077,-0.8595299000284814,-1.3027547214618982,-0.9963656126258266
Mr Bean,Australia,96.66202231209608,8.0,18.081842350691357,1.4784254867835445,-1.3783880651206208,-1.0127217903877903
Tom And Jerry,Italy,64.03575115144145,112.5,89.77394944049283,0.4270749945894695,1.2561734056582186,0.28764006712501816
Paw Patrol,Germany,72.47860628709681,100.0,22.66773614283358,0.6991379544872269,0.9410344737468741,-0.9295421823113132
Motu Patlu,South Africa,18.04604671394221,79.0,19.492677759627085,-1.054899398320428,0.41160106813581543,-0.9871318527017563
Peppa Pig,South Africa,70.7918650622537,22.0,56.27291292424965,0.6447843261424285,-1.025432461379915,-0.32000660196086655
Shinchan,Usa,88.33714801405787,75.0,81.27245069319726,1.2101643469309735,0.31075660992418525,0.13343864731141764
Pokemon,Spain,23.67958548473352,12.0,183.7495147752829,-0.8733639807331304,-1.2775436069089907,1.9921825287727628
Motu Patlu,Japan,57.38523179347376,13.0,87.31069745970868,0.2127683468602149,-1.252332492356083,0.24296124470956929
Shinchan,Saudi Arabia,9.247505890422058,59.0,73.75729010721085,-1.3384239905071367,-0.09262122292233561,-0.00287242758640058
Shinchan,Japan,39.781950450253824,98.0,21.517316308491303,-0.3544806168136869,0.8906122446410589,-0.9504086644587979
Pokemon,Uk,8.923658814977031,56.0,183.7495147752829,-1.3488596538561046,-0.16825456658105828,1.9921825287727628
Spongebob Squarepants,Russia,62.29740138856551,13.5,60.1560383524017,0.37105833029443774,-1.2397269350796294,-0.24957390860478962
Motu Patlu,Germany,2.270943514881274,55.0,14.92051036857791,-1.5632370637274933,-0.1934656811339658,-1.07006248932033
Tom And Jerry,India,70.0625694147297,73.5,84.1249601565792,0.6212834689894967,0.2729399380948239,0.18517787851758036
Mr Bean,Spain,49.655806141714486,17.0,45.91969883998024,-0.03630502788554829,-1.1514880341444529,-0.5077947036689764
Paw Patrol,China,94.15126597504988,24.0,99.019899991925,1.397518756813243,-0.9750102322741,0.4553444619543097
Mr Bean,Brazil,71.88409844156168,60.0,59.49045416873439,0.6799805057877151,-0.06741010836942805,-0.2616463712584629
Shinchan,Brazil,64.20409828989018,95.0,4.205915203094824,0.4324998206750501,0.8149789009823363,-1.2644053735995306
Pokemon,Russia,30.825932788034084,61.0,183.7495147752829,-0.6430797500369954,-0.04219899381652051,1.9921825287727628
Motu Patlu,France,-18.87142891724422,70.0,21.5147257345758,-2.2445298646489573,0.18470103715964747,-0.950455652664969
Pokemon,Japan,4.262344199696655,17.0,183.7495147752829,-1.4990660746547029,-1.1514880341444529,1.9921825287727628
Spongebob Squarepants,Australia,10.166644488649812,144.0,26.673150544809285,-1.308805625206272,2.0503235140748064,-0.8568913937755887
Motu Patlu,Mexico,2.47901455866516,28.0,86.0810492655941,-1.55653217265317,-0.8741657740624698,0.22065770705816218
Pokemon,India,80.36534255159505,82.0,183.7495147752829,0.9532805137964383,0.48723441179453814,1.9921825287727628
Mickey Mouse,Spain,83.06930373476595,65.0,20.10152377193701,1.0404130857904044,0.05864546439510971,-0.976088515246004
Peppa Pig,Russia,12.432341958529792,7.0,27.006724990687484,-1.2357956836658552,-1.4035991796735283,-0.8508409719973914
Peppa Pig,France,66.7709685843326,45.0,5.187395634477189,0.5152147694404745,-0.4455768266630414,-1.2466031388951415
Peppa Pig,Mexico,49.28244250929475,13.0,59.44139841543672,-0.04833631508901014,-1.252332492356083,-0.26253615164111976
Motu Patlu,Uk,95.25463659249556,78.0,24.096589276647038,1.4330738233426636,0.3863899535829079,-0.9036254365129047
Paw Patrol,Saudi Arabia,61.05461675380764,13.0,91.19601321330111,0.3310107799320291,-1.252332492356083,0.3134336665068072
Doraemon,Russia,17.152818371125445,18.0,66.41483926676541,-1.0836828303356256,-1.1262769195915452,-0.13605086801943864
Paw Patrol,Canada,61.52094794181172,69.0,78.22390323047773,0.3460378580072208,0.15948992260673991,0.07814365038278293
Doraemon,Saudi Arabia,50.82174988875968,21.0,92.87949838117632,0.001266398107037522,-1.0506435759328225,0.3439689651450708
Pokemon,Nigeria,57.10876284752487,69.0,183.7495147752829,0.20385939857836946,0.15948992260673991,1.9921825287727628
Mickey Mouse,Japan,18.8914339097216,43.0,30.176601216860377,-1.0276576016713195,-0.49599905576885644,-0.7933452963243544
Peppa Pig,South Korea,46.33590633139419,79.0,67.357340284372,-0.14328563509096034,0.41160106813581543,-0.11895564758704935
Spongebob Squarepants,Japan,35.46100439663951,112.5,55.5776977895909,-0.4937189851164012,1.2561734056582186,-0.3326165151099317
Spongebob Squarepants,Russia,65.86311583968137,42.0,16.414771078347677,0.48596008001461527,-0.521210170321764,-1.042959371403448
Mickey Mouse,France,26.5644695260076,24.0,6.449728559150737,-0.7804013420735834,-0.9750102322741,-1.2237067608507362
Spongebob Squarepants,South Korea,0.0343304146325884,49.5,121.8387715981373,-1.635309789176729,-0.33212681117495735,0.8692364714475221
Motu Patlu,Nigeria,42.491443471651394,13.0,8.311451682677323,-0.26716978660523755,-1.252332492356083,-1.1899385562692872
Mr Bean,Uae,82.07484623278141,57.0,22.121035725145997,1.0083676406020994,-0.14304345202815072,-0.9394583139400958
Doraemon,Nigeria,83.00587885106484,39.0,95.65867788019216,1.0383692793631185,-0.5968435139804866,0.39437812680041084
Mickey Mouse,Australlia,78.76979676426897,13.0,183.7495147752829,0.9018655715076489,-1.252332492356083,1.9921825287727628
Motu Patlu,Egypt,95.64261057045542,56.0,55.56414235681712,1.4455759150060987,-0.16825456658105828,-0.3328623855196132
Shinchan,Uae,37.65317644714186,59.0,54.30197165253206,-0.42307833013866897,-0.09262122292233561,-0.35575582118703625
Peppa Pig,Nigeria,89.25231983269173,48.0,97.91072262109824,1.2396548865401447,-0.3699434830043187,0.43522604160389666
Peppa Pig,South Africa,92.87483273557568,10.0,7.967982001405965,1.3563869122341903,-1.3279658360148057,-1.1961684592651343
Paw Patrol,Mexico,50.46317576609416,21.0,58.347616379936255,-0.010288311240412532,-1.0506435759328225,-0.2823753291619582
Peppa Pig,Nigeria,4.6958307127038745,53.0,28.12319806043949,-1.4850973849271671,-0.24388791023978093,-0.8305902211995777
Mickey Mouse,France,93.13929029609416,51.0,134.59952955659682,1.3649088050685405,-0.294310139345596,1.100692953837538
Spongebob Squarepants,Nigeria,13.08558303305255,78.0,123.11765980823364,-1.214745612640604,0.3863899535829079,0.8924331316649294
Spongebob Squarepants,Mexico,34.70234813459374,9.0,183.7495147752829,-0.5181659600888219,-1.3531769505677134,1.9921825287727628
Pokemon,South Africa,31.600524196977265,8.0,55.53262213942696,-0.6181192801435251,-1.3783880651206208,-0.33343410380351485
Paw Patrol,Nigeria,0.6119286719657002,73.0,47.98394756236808,-1.6166972358405718,0.2603343808183701,-0.4703530603420426
Tom And Jerry,Saudi Arabia,44.40883392894656,9.0,28.04651466135249,-0.20538370657545812,-1.3531769505677134,-0.8319811158367274
Mickey Mouse,Brazil,22.88075665788036,66.0,130.7348639494077,-0.8991054783181713,0.08385657894801726,1.0305950873968792
Pokemon,Brazil,51.40561027439566,20.0,183.7495147752829,0.02008074255934707,-1.0758546904857302,1.9921825287727628
Motu Patlu,South Korea,28.52069486097025,99.0,20.48412346620473,-0.7173638451243232,0.9158233591939665,-0.9691488663876072
Pokemon,South Africa,81.55989049620132,61.0,121.248762838205,0.9917736827928926,-0.04219899381652051,0.8585348068130405
Tom And Jerry,Egyp,81.96477448402044,75.0,65.85042488386702,1.004820683407185,0.31075660992418525,-0.14628829812361122
Mr Bean,Australia,79.28261680816178,97.0,83.14460779233133,0.9183907086555272,0.8654011300881514,0.1673961048588202
Motu Patlu,Uk,39.63390249054252,41.0,7.629126134615061,-0.3592513212115133,-0.5464212848746716,-1.2023146762234027
Spongebob Squarepants,Egypt,36.16317636402996,123.0,136.74992686703283,-0.4710921627043111,1.5208901084637478,1.139697172774589
Spongebob Squarepants,China,51.249233380757616,109.5,183.7495147752829,0.015041646204002416,1.180540061999496,1.9921825287727628
Tom And Jerry,Uae,31.45020789000456,33.0,11.360758663340231,-0.6229630798698981,-0.748110201297932,-1.1346297830938135
Shinchan,Egypt,25.263323020212013,31.0,65.2210507423582,-0.8223295481057354,-0.7985324304037471,-0.15770397777015574
Shinchan,Egypt,81.69113930844989,77.0,18.067845040492927,0.9960030506749272,0.36117883903000036,-1.012975675634419
Mr Bean,Australia,1.62774478124883,54.0,38.56083980461074,-1.583963529888866,-0.21867679568687337,-0.641270758326174
Paw Patrol,Mexico,81.78298644384124,54.0,29.58762497536443,0.9989627370738056,-0.21867679568687337,-0.8040282329893799
Mr Bean,Nigeria,27.636358455672973,75.0,20.30375370510907,-0.7458607429278225,0.31075660992418525,-0.9724204393277595
Shinchan,India,50.46317576609416,40.0,95.2971908113156,-0.010288311240412532,-0.5716323994275792,0.3878214218096874
Doraemon,Mexico,1.3041912801467492,78.0,9.567632989487926,-1.5943897330844372,0.3863899535829079,-1.1671537571637036
Motu Patlu,Mexico,59.14812853102725,65.0,61.90237751222696,0.2695760140186154,0.05864546439510971,-0.21789855512587397
Mr Bean,Egypt,40.525641411025525,63.0,53.26749384532798,-0.33051588441145907,0.008223235289294601,-0.37451932999626525
Shinchan,South Africa,3.063487537947107,59.0,45.89989535171838,-1.5376980879544797,-0.09262122292233561,-0.5081539022171399
Mr Bean,China,98.82511448748907,85.0,56.34771287644404,1.548129070501781,0.5628677554532607,-0.3186498695571791
Doraemon,Saudi Arabia,7.283966082308502,70.5,97.18002699893977,-1.4016971893822918,0.19730659443610124,0.4219725782161307
Tom And Jerry,Brazil,67.29742720517116,112.5,10.09830387865465,0.5321793967315609,1.2561734056582186,-1.157528371452827
Tom And Jerry,Italy,5.339456953974631,57.0,37.27769352029043,-1.4643571427396054,-0.14304345202815072,-0.6645446521126879
Spongebob Squarepants,Italy,0.2886145151569153,31.5,112.04915433073528,-1.6271157263944094,-0.7859268731272934,0.6916709707120964
Shinchan,Italy,45.93581570064803,22.0,86.58715638168356,-0.15617817434210463,-1.025432461379915,0.2298375514830745
Motu Patlu,Nigeria,71.70767594324347,22.0,8.176311057501435,0.6742954589269315,-1.025432461379915,-1.1923897565689106
Doraemon,Spain,75.30581127762152,28.5,97.49773227499084,0.7902419407100293,-0.861560216786016,0.42773516268571404
Shinchan,Usa,81.694046305265,11.0,14.480263648639225,0.9960967258766481,-1.3027547214618982,-1.0780477483082727
Doraemon,Japan,31.22583744062064,94.0,81.26208856657232,-0.6301932037547894,0.7897677864294288,0.13325069755275154
Peppa Pig,Spain,95.65498864070877,57.0,9.720986932324468,1.4459747865225276,-0.14304345202815072,-1.1643722010613835
Mr Bean,Japan,77.34461432004215,47.0,35.82770585040477,0.855940425577667,-0.39515459755722626,-0.6908447391978868
Pokemon,Spain,88.13089491714268,24.0,20.96121950799653,1.2035180374618166,-0.9750102322741,-0.9604952290445272
Pokemon,France,50.3379823231935,27.0,70.67189711808895,-0.01432255061655699,-0.8993768886153773,-0.05883573402773537
Mickey Mouse,Italy,44.43335006163417,11.0,136.34873533325467,-0.2045936975658198,-1.3027547214618982,1.1324203024291728
Peppa Pig,Uae,90.23133424346132,10.0,70.28388011185717,1.2712026928327917,-1.3279658360148057,-0.0658736428778421
Shinchan,Russia,9.475472272207597,7.0,80.738689416634,-1.3310779911278705,-1.4035991796735283,0.1237572077048122
Tom And Jerry,U A E,81.75726377957844,141.0,68.5762051085794,0.9981338487340969,1.974690170416084,-0.09684770026618135
Spongebob Squarepants,Spain,15.790867701121858,141.0,26.44515316109165,-1.1275703926071943,1.974690170416084,-0.8610268434566498
Spongebob Squarepants,Saudi Arabia,61.76352079196593,61.5,183.7495147752829,0.35385453690830526,-0.029593436540066728,1.9921825287727628
Peppa Pig,Saudi Arabia,91.34552868500325,13.0,98.27414999808649,1.307106546777574,-1.252332492356083,0.4418179401851376
Doraemon,Australia,87.82868773826432,103.5,97.25809006595158,1.1937796991548175,1.0292733746820506,0.4233884974706098
Shinchan,Italy,17.42624190438118,49.0,25.119467243708325,-1.0748720175752473,-0.34473236845141114,-0.8850723272900073
Shinchan,South Africa,64.41253201605497,59.0,90.97449018508593,0.4392163988434268,-0.09262122292233561,0.30941564962677687
Motu Patlu,Canada,69.43881934897458,32.0,57.45732384904866,0.6011837176140296,-0.7733213158508395,-0.2985235844747032
Mr Bean,Brazil,-13.389161864367106,68.0,38.5688112750445,-2.067869033995024,0.13427880805383235,-0.641126170636941
Paw Patrol,Brazil,77.90983702946576,33.0,85.74513512424858,0.8741541886775216,-0.748110201297932,0.21456484754354724
Mickey Mouse,Unknown,51.04367453849081,24.0,37.64453245886201,0.00841770842919873,-0.9750102322741,-0.657890874131641
Doraemon,Russia,56.25728112197186,111.0,85.86377668376096,0.17642121151597578,1.2183567338288572,0.2167167853923329
Mickey Mouse,Canada,67.10364654966209,6.0,45.01519476547253,0.5259349997992863,-1.428810294226436,-0.5242007300252874
Pokemon,Australia,34.425224991033765,96.0,4.8174025322270655,-0.5270959892651719,0.8401900155352439,-1.2533141275553887
Peppa Pig,Spain,12.44929397274104,67.0,68.95314996121947,-1.2352494211647893,0.10906769350092481,-0.09001061974705324
Mr Bean,Egypt,31.294735199939492,93.0,17.58045997242475,-0.6279730391268961,0.7645566718765212,-1.021815936831419
Spongebob Squarepants,Uae,97.9089449163062,36.0,175.8196852835922,1.518606379267671,-0.6724768576392093,1.8483501289988462
Motu Patlu,Nigeria,50.46317576609416,27.0,61.88914872825151,-0.010288311240412532,-0.8993768886153773,-0.21813850073217908
Tom And Jerry,France,21.142251589255235,150.0,75.02949232504456,-0.9551271471929496,2.2015902013922517,0.02020296113166223
Mr Bean,India,97.86755297385729,96.0,22.68273442525532,1.5172725633727362,0.8401900155352439,-0.9292701412850255
Tom And Jerry,Spain,77.68460941262845,24.0,-57.08768568509825,0.8668964433884072,-0.9750102322741,-2.3761576143975653
Doraemon,Canada,45.95988642860869,118.5,54.18963816911169,-0.15540251807527905,1.4074400929756639,-0.35779334223490317
Peppa Pig,Japan,60.81184598868834,25.0,95.62287828741748,0.32318772340982643,-0.9497991177211924,0.3937287885838569
Paw Patrol,Mexico,8.115986586703682,20.0,2.385218364057192,-1.3748861216233035,-1.0758546904857302,-1.2974294374705095
Mickey Mouse,Russia,4.057937400910783,55.0,27.98146322658209,-1.5056528889263412,-0.1934656811339658,-0.8331610282146124
Motu Patlu,Germany,43.148517900344906,92.0,77.25081353387152,-0.24599618939538698,0.7393455573236136,0.060493608045201396
Peppa Pig,China,43.38398790513291,16.0,15.538947279132268,-0.23840839291653726,-1.1766991486973604,-1.0588451907583611
Spongebob Squarepants,Italy,67.91778021655014,129.0,14.669364560685128,0.5521696812674748,1.6721567957811934,-1.074617808483274
Shinchan,China,90.74398712863074,89.0,68.5871299627897,1.287722443450127,0.663712213664891,-0.09664954367278997
Tom And Jerry,Germany,18.665899253609343,18.0,24.34917144675829,-1.0349252410084309,-1.1262769195915452,-0.8990440644032933
Mr Bean,Spain,40.5667789488952,97.0,86.49314314293521,-0.3291902664616184,0.8654011300881514,0.22813232569557654
Pokemon,Saudi Arabia,99.03643970806236,86.0,62.21239417095708,1.5549388243216007,0.5880788700061683,-0.21227542791465603
Motu Patlu,Uae,80.68932821123461,59.0,18.53123648451639,0.9637206428889913,-0.09262122292233561,-1.00457061427737
Peppa Pig,Japan,39.91009562905471,52.0,40.31041390379233,-0.35035126056144444,-0.2690990247926885,-0.6095367290470748
Pokemon,Canada,98.7299130250986,54.0,183.7495147752829,1.54506129411235,-0.21867679568687337,1.9921825287727628
Mr Bean,South Korea,31.67348868111587,96.0,45.82771287925953,-0.615768069184293,0.8401900155352439,-0.509463158392982
Doraemon,Uk,35.62678614240329,30.0,73.25905693582666,-0.4883768263650287,-0.8237435449566547,-0.01190945325791696
Mr Bean,France,88.91801454562214,63.0,84.57001177480336,1.2288822172892515,0.008223235289294601,0.1932502894489278
Tom And Jerry,India,34.143713023746066,34.5,45.02624769372575,-0.5361674441031787,-0.7102935294685707,-0.5240002504062924
Mr Bean,Franse,4.664134178310908,94.0,16.0975643884649,-1.4861187755381504,0.7897677864294288,-1.0487129124446504
Spongebob Squarepants,Usa,48.384493482362366,147.0,94.82906458775436,-0.07727186665056979,2.125956857733529,0.37933048033327005
Doraemon,Saudi Arabia,91.84730367184928,108.0,69.71864838598381,1.3232757674891162,1.1427233901701346,-0.0761258980676803
Mickey Mouse,China,90.6484184569462,87.0,183.7495147752829,1.284642834091181,0.6132899845590759,1.9921825287727628
Peppa Pig,Australia,15.077628672075738,61.0,61.978911055775775,-1.15055384053317,-0.04219899381652051,-0.21651037859025465
Pokemon,Canada,22.6637172872028,69.0,13.323251422152678,-0.9060993651789696,0.15948992260673991,-1.099033804222552
Paw Patrol,Uk,82.97649015004943,9.0,49.64782741921728,1.0374222564831408,-1.3531769505677134,-0.440173365684437
Paw Patrol,Egypt,8.964056494576845,90.0,63.39641947328625,-1.3475578771338546,0.6889233282177986,-0.1907994049048937
Mickey Mouse,France,96.98645693374608,93.0,45.06541586539417,1.4888800832489801,0.7645566718765212,-0.5232898124162033
Peppa Pig,Spain,74.05667272662633,90.0,63.502192699633575,0.7499896414527631,0.6889233282177986,-0.18888087475322943
Tom And Jerry,Italy,90.02181767643341,129.0,48.40005722332619,1.264451221149652,1.6721567957811934,-0.4628056028377633
Motu Patlu,France,48.55668296590625,76.0,77.44485072106451,-0.0717232246564207,0.3359677244770928,0.06401308274621391
Mr Bean,Usa,39.92964716943994,97.0,37.17212648857768,-0.34972123080701906,0.8654011300881514,-0.6664594422761037
Spongebob Squarepants,Brazil,36.82874373084154,145.5,26.0154700589869,-0.4496448886581884,2.0881401859041677,-0.8688204980090948
Peppa Pig,Mexico,32.1040551743353,50.0,6.959614308468074,-0.6018934743113605,-0.3195212538985036,-1.2144583790271823
Tom And Jerry,South Africa,8.980538807564331,45.0,75.43787874228354,-1.347026750307054,-0.4455768266630414,0.02761033331893379
Pokemon,Nigeria,42.63624510955027,34.0,181.77681019583133,-0.2625036918337613,-0.7228990867450245,1.95640132641465
Doraemon,Saudi Arabia,47.51543227489914,75.0,64.10284349069721,-0.1052765357625918,0.31075660992418525,-0.17798618341146583
Motu Patlu,Mexico,95.38129233754738,79.0,18.987211332353287,1.4371551840119154,0.41160106813581543,-0.9963000762198181
Doraemon,Mexico,64.00838751799971,61.5,183.7495147752829,0.42619322758197026,-0.029593436540066728,1.9921825287727628
Mickey Mouse,Russia,88.48135168924661,30.0,106.22494356117568,1.214811172924031,-0.8237435449566547,0.586030589332819
Mickey Mouse,Canada,73.91147791305252,77.0,58.38202863169578,0.7453108769698964,0.36117883903000036,-0.2817511547383614
Spongebob Squarepants,Canada,37.09617301342223,9.0,106.880077710049,-0.4410272349127189,-1.3531769505677134,0.5979135077366801
Motu Patlu,Italy,62.07649249578932,77.0,61.5606818642737,0.36393975177203575,0.36117883903000036,-0.22409628044757482
Spongebob Squarepants,Germany,25.739786614153225,66.0,120.47001265814517,-0.8069759629063719,0.08385657894801726,0.8444097228702212
Motu Patlu,Canada,40.991785573806126,91.0,70.26121140699361,-0.3154948330458409,0.714134442770706,-0.06628481114113317
Tom And Jerry,Australia,53.31786024760101,106.5,93.44199553647088,0.08170117538870539,1.1049067183407733,0.3541716202963317
Peppa Pig,Brazil,4.335172831215095,71.0,29.419475230570335,-1.496719241416675,0.20991215171255503,-0.8070781574979017
Tom And Jerry,Australia,84.82565678982932,19.5,61.48290324301392,1.0970098890173163,-1.0884602477621839,-0.22550704038366456
Spongebob Squarepants,Australia,85.84716796389394,108.0,119.30707847716978,1.1299271130036639,1.1427233901701346,0.823316253684777
Doraemon,Japan,94.43818335889604,76.5,19.72610448061016,1.4067643960479672,0.34857328175354657,-0.9828979249123211
Paw Patrol,Australia,82.88135707929408,90.0,4.31506164326929,1.0343566839489682,0.6889233282177986,-1.2624256596052355
Mr Bean,Kanada,41.568521786059954,91.0,40.228261011553286,-0.29691005829075234,0.714134442770706,-0.6110268301459056
Spongebob Squarepants,Saudi Arabia,58.2566700572247,132.0,183.7495147752829,0.2408496143455466,1.747790139439916,1.9921825287727628
Doraemon,Usa,79.13750397765277,16.5,81.6916069265408,0.913714585998786,-1.1640935914209065,0.14104136398838663
Spongebob Squarepants,Brazil,99.4016283402726,167.75,122.17798187855048,1.5667066799348686,2.649087484706361,0.8753891168115788
Mr Bean,Russia,67.03275211222744,63.0,81.76272368475728,0.5236504941221366,0.008223235289294601,0.14233129008441878
Spongebob Squarepants,Usa,21.06093768481168,40.5,183.7495147752829,-0.9577474102637122,-0.5590268421511253,1.9921825287727628
Mr Bean,China,45.84526648230952,79.0,79.91916377053238,-0.15909603660099447,0.41160106813581543,0.1088925324329692
Tom And Jerry,Usa,81.43242066999825,57.0,55.09998906995672,0.9876660891344391,-0.14304345202815072,-0.3412812652927581
Pokemon,Uk,93.57151900400632,38.0,109.84894529749582,1.3788369632256965,-0.6220546285333942,0.6517632595076266
Pokemon,Japan,4.010324778157804,93.0,120.07826826870505,-1.507187160315171,0.7645566718765212,0.8373042062017755
Tom And Jerry,Australia,7.630914296529556,31.5,97.95331556847304,-1.3905171138538617,-0.7859268731272934,0.4359985986734756
Spongebob Squarepants,Uae,97.59979687542284,16.5,146.96518396236277,1.5086443782978662,-1.1640935914209065,1.3249829905678254
Spongebob Squarepants,Uae,59.81776216502445,28.5,54.2810561740723,0.29115431964925303,-0.861560216786016,-0.35613518917501624
Mr Bean,India,14.434196139117228,53.0,68.824822077751,-1.171287840654992,-0.24388791023978093,-0.09233824954748197
Mr Bean,Egyp,28.989678095599736,7.0,84.2211646239305,-0.7022513073742818,-1.4035991796735283,0.1869228491279331
Pokemon,Uae,68.43547176522081,45.0,68.50522902884565,0.5688517980138097,-0.4455768266630414,-0.09813507471544887
Mr Bean,Italy,45.2350533912196,45.0,16.841779427921796,-0.1787595718699075,-0.4455768266630414,-1.0352142319011293
Spongebob Squarepants,Uae,57.27046186113935,36.0,37.75660745193625,0.20906999517746516,-0.6724768576392093,-0.6558580416192391
Doraemon,Saudi Arabia,46.32723530260851,36.0,18.063686637879496,-0.143565050729259,-0.6724768576392093,-1.013051101345368
Mickey Mouse,France,66.88231866898002,29.0,34.76983742595822,0.5188029197909529,-0.8489546595095622,-0.710032510422052
Paw Patrol,Brazil,17.67802227326015,27.0,37.83920642114538,-1.0667586351589038,-0.8993768886153773,-0.6543598495114958
Paw Patrol,South Korea,50.46317576609416,79.0,33.34494525158586,-0.010288311240412532,0.41160106813581543,-0.7358774117624658
Tom And Jerry,Usa,92.80686490422198,102.0,52.91732299002791,1.3541967136486637,0.9914567028526892,-0.3808707798605365
Mickey Mouse,Mexico,11.875195500100656,21.0,183.7495147752829,-1.253749197274853,-1.0506435759328225,1.9921825287727628
Tom And Jerry,Germany,16.309515097539297,48.0,12.164022064648904,-1.1108574745782342,-0.3699434830043187,-1.1200600747814407
Shinchan,Russia,58.81275132999596,83.0,69.37481445936672,0.2587688033619429,0.5124455263474457,-0.08236240779854481
Paw Patrol,South Korea,50.46317576609416,5.0,20.47413913944049,-0.010288311240412532,-1.4540214087793435,-0.9693299635574938
Shinchan,France,23.49433120327689,50.0,17.022043329220843,-0.8793336233880154,-0.3195212538985036,-1.0319445790613528
Peppa Pig,Egypt,45.73886376342662,36.0,18.553730193822133,-0.1625247628050244,-0.6724768576392093,-1.004162620108939
Mickey Mouse,Australia,90.01282956226456,48.0,183.7495147752829,1.2641615877370933,-0.3699434830043187,1.9921825287727628
Tom And Jerry,South Korea,10.866016150132172,43.5,51.0783077129654,-1.2862690399831107,-0.4833934984924027,-0.41422710622265607
Paw Patrol,Canada,73.71731221682326,13.0,33.21131692168459,0.7390540724673943,-1.252332492356083,-0.7383011818306142
Pokemon,Usa,37.02340709084404,5.0,183.7495147752829,-0.4433720474149148,-1.4540214087793435,1.9921825287727628
Shinchan,Russia,91.8220888846874,50.0,42.48092590552557,1.3224632450049294,-0.3195212538985036,-0.5701676669159775
Pokemon,China,69.59311660628097,73.0,53.73203376424132,0.6061557996706792,0.2603343808183701,-0.36609343743475425
Mr Bean,Saudi Arabia,32.61502923333324,90.0,64.00973166446548,-0.5854278222673189,0.6889233282177986,-0.1796750592477339
Peppa Pig,Uae,99.70158733763756,61.0,63.787635951895105,1.5763725727353308,-0.04219899381652051,-0.18370346355982758
Pokemon,Uae,27.57996102814969,29.0,183.7495147752829,-0.7476780962776158,-0.8489546595095622,1.9921825287727628
Pokemon,Australia,80.84272632987646,53.0,176.5311277323227,0.9686637510591409,-0.24388791023978093,1.8612543755288835
Paw Patrol,Italy,88.76297472907989,56.0,46.40941187642043,1.2238862069689564,-0.16825456658105828,-0.4989122174433179
Paw Patrol,France,22.143952548909752,74.0,19.80543535663536,-0.9228482884849376,0.2855454953712777,-0.9814590099537046
Paw Patrol,South Africa,99.4843461409109,58.0,24.41967771531879,1.5693721822224598,-0.11783233747524316,-0.8977652114573647
Doraemon,Mexico,59.21738735482434,81.0,21.12727010780164,0.27180781360519113,0.46202329724163055,-0.9574833791328876
Motu Patlu,Russia,89.72026556024508,62.0,50.76270757880681,1.2547339916135014,-0.016987879263612952,-0.41995150732265013
Pokemon,Usa,20.40449114719539,93.0,71.58508000970517,-0.9789007742820396,0.7645566718765212,-0.04227229002540525
Peppa Pig,France,55.862609224309686,52.0,94.0598530085632,0.16370328577389207,-0.2690990247926885,0.3653784089192653
Spongebob Squarepants,South Africa,76.81184051801296,42.0,5.350575793834102,0.838772297591684,-0.521210170321764,-1.2436433534495164
Doraemon,Mexico,78.5467366320493,49.5,33.29950118736567,0.8946776713445178,-0.33212681117495735,-0.7367016828037435
Doraemon,China,21.81613601865424,121.5,74.36120972532443,-0.9334118637319034,1.4830734366343865,0.008081554215458253
Shinchan,Canada,63.33073300861608,25.0,27.799294516973934,0.40435645688666666,-0.9497991177211924,-0.8364652307443282
Spongebob Squarepants,Saudi Arabia,84.16981499364624,67.5,37.34987941620507,1.0758760122152977,0.12167325077737859,-0.6632353338417071
Doraemon,Usa,25.832635498223343,58.5,76.7038909960242,-0.8039839961110824,-0.1052267801987894,0.05057344756868033
Paw Patrol,Germany,46.12440997293776,43.0,98.01824754131236,-0.1501009036659537,-0.49599905576885644,0.43717634423349305
Doraemon,Egypt,52.985114021430334,19.5,24.72494675758727,0.07097874538934523,-1.0884602477621839,-0.892228197203506
